Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","11.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","11.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","10.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","10.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","11.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","13.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","13.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2000","2000","%","17.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2001","2001","%","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2002","2002","%","19.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2003","2003","%","18.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","%","19.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","%","18.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","%","16.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","%","14.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","%","13.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","%","13.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","%","13.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","%","12.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2012","2012","%","12.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2013","2013","%","12.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2014","2014","%","11.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2015","2015","%","11.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2016","2016","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2017","2017","%","10.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2018","2018","%","10.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2019","2019","%","10.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2020","2020","%","12.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","13.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2022","2022","%","13.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2023","2023","%","13.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20002002","2000-2002","million No","416.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","million No","438.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","million No","454.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","million No","456.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","million No","445.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","million No","416.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","million No","385.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","million No","369","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20082010","2008-2010","million No","366.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","362.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","357.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","348.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","340.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","337.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","332","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","325.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","314.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","314.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","344.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","383.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","418.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","432.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2000","2000","million No","387.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2001","2001","million No","414.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2002","2002","million No","448.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2003","2003","million No","451.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2004","2004","million No","464","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2005","2005","million No","455","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2006","2006","million No","417","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2007","2007","million No","376.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2008","2008","million No","362.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2009","2009","million No","368.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2010","2010","million No","369.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2011","2011","million No","349.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2012","2012","million No","354.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2013","2013","million No","342.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2014","2014","million No","325.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2015","2015","million No","343.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2016","2016","million No","327","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2017","2017","million No","305.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2018","2018","million No","310.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2019","2019","million No","327.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2020","2020","million No","396.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","million No","426","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2022","2022","million No","433.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6132","Value","210010","Number of people undernourished (million) (annual value)","2023","2023","million No","437.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","19.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","17.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","11.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","12.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","13.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","15.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","17.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","17.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2014","2014","%","12.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2015","2015","%","11.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2016","2016","%","11.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2017","2017","%","11.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2018","2018","%","13.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2019","2019","%","14.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2020","2020","%","16.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2022","2022","%","17.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2023","2023","%","17.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","17.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","18.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","16.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","16.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","11.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","12.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","13.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","14.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","15.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","15.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2014","2014","%","11.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2015","2015","%","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2016","2016","%","10.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2017","2017","%","11.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2018","2018","%","12.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2019","2019","%","13.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2020","2020","%","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","15.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","16.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","12.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","14.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","16.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","19.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","19.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2014","2014","%","13.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2015","2015","%","12.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2016","2016","%","12.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2017","2017","%","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2018","2018","%","14.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2019","2019","%","15.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","905","Lower-middle-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2020","2020","%","18.3","E","Estimated value",""
